Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,49,3,0.020,1782037777979749.120	,1782037777979749.140	
0,spmm_kernel_aic2_ktile1024,MIX_AIC,47,0,1699.820,1782037778033265.980	,1782037778034965.800	
0,spmm_kernel_aic2_ktile1024,MIX_AIC,47,1,1694.460,1782037778035099.600	,1782037778036794.060	
0,spmm_kernel_aic2_ktile1024,MIX_AIC,47,2,1686.600,1782037778036914.060	,1782037778038600.660	
0,spmm_kernel_aic2_ktile1024,MIX_AIC,47,3,1687.580,1782037778038718.540	,1782037778040406.120	
0,spmm_kernel_aic2_ktile1024,MIX_AIC,47,4,1686.560,1782037778040520.580	,1782037778042207.140	
0,spmm_kernel_aic2_ktile1024,MIX_AIC,47,5,1684.320,1782037778042321.300	,1782037778044005.620	
0,spmm_kernel_aic2_ktile1024,MIX_AIC,47,6,1682.500,1782037778044123.360	,1782037778045805.860	
0,spmm_kernel_aic2_ktile1024,MIX_AIC,47,7,1689.280,1782037778045921.020	,1782037778047610.300	
0,spmm_kernel_aic2_ktile1024,MIX_AIC,47,8,1689.360,1782037778047722.720	,1782037778049412.080	
0,spmm_kernel_aic2_ktile1024,MIX_AIC,47,9,1687.100,1782037778049542.300	,1782037778051229.400	
0,spmm_kernel_aic2_ktile1024,MIX_AIC,47,10,1687.860,1782037778051348.720	,1782037778053036.580	
0,spmm_kernel_aic2_ktile1024,MIX_AIC,47,11,1684.140,1782037778053149.360	,1782037778054833.500	
0,spmm_kernel_aic2_ktile1024,MIX_AIC,47,12,1687.860,1782037778054941.700	,1782037778056629.560	
0,spmm_kernel_aic2_ktile1024,MIX_AIC,47,13,1684.060,1782037778056744.920	,1782037778058428.980	
0,spmm_kernel_aic2_ktile1024,MIX_AIC,47,14,1690.720,1782037778058540.040	,1782037778060230.760	
0,spmm_kernel_aic2_ktile1024,MIX_AIC,47,15,1689.660,1782037778060344.900	,1782037778062034.560	
0,spmm_kernel_aic2_ktile1024,MIX_AIC,47,16,1686.760,1782037778062148.500	,1782037778063835.260	
0,spmm_kernel_aic2_ktile1024,MIX_AIC,47,17,1685.400,1782037778063945.340	,1782037778065630.740	
0,spmm_kernel_aic2_ktile1024,MIX_AIC,47,18,1685.760,1782037778065739.260	,1782037778067425.020	
0,spmm_kernel_aic2_ktile1024,MIX_AIC,47,19,1689.880,1782037778067545.980	,1782037778069235.860	
0,spmm_kernel_aic2_ktile1024,MIX_AIC,47,20,1686.320,1782037778069351.500	,1782037778071037.820	
0,N/A,PROFILING_DISABLE,49,4,0.020,1782037778073717.200	,1782037778073717.220	
0,N/A,PLACE_HOLDER_SQE,49,5,0.000,1782037778073772.920	,1782037778073772.920	
