Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,49,3,0.020,1782029409208563.070	,1782029409208563.090	
0,spmm_kernel,MIX_AIC,47,0,939.520,1782029409301791.350	,1782029409302730.870	
0,spmm_kernel,MIX_AIC,47,1,919.300,1782029409302863.950	,1782029409303783.250	
0,spmm_kernel,MIX_AIC,47,2,915.020,1782029409303913.510	,1782029409304828.530	
0,spmm_kernel,MIX_AIC,47,3,920.340,1782029409304937.110	,1782029409305857.450	
0,spmm_kernel,MIX_AIC,47,4,914.240,1782029409305971.290	,1782029409306885.530	
0,spmm_kernel,MIX_AIC,47,5,918.340,1782029409306995.090	,1782029409307913.430	
0,spmm_kernel,MIX_AIC,47,6,925.800,1782029409308026.690	,1782029409308952.490	
0,spmm_kernel,MIX_AIC,47,7,912.320,1782029409309063.630	,1782029409309975.950	
0,spmm_kernel,MIX_AIC,47,8,922.200,1782029409310082.810	,1782029409311005.010	
0,spmm_kernel,MIX_AIC,47,9,916.340,1782029409311114.330	,1782029409312030.670	
0,spmm_kernel,MIX_AIC,47,10,921.260,1782029409312149.610	,1782029409313070.870	
0,spmm_kernel,MIX_AIC,47,11,920.960,1782029409313194.610	,1782029409314115.570	
0,spmm_kernel,MIX_AIC,47,12,922.440,1782029409314228.730	,1782029409315151.170	
0,spmm_kernel,MIX_AIC,47,13,918.520,1782029409315264.510	,1782029409316183.030	
0,spmm_kernel,MIX_AIC,47,14,917.540,1782029409316294.710	,1782029409317212.250	
0,spmm_kernel,MIX_AIC,47,15,920.500,1782029409317319.370	,1782029409318239.870	
0,spmm_kernel,MIX_AIC,47,16,915.360,1782029409318353.510	,1782029409319268.870	
0,spmm_kernel,MIX_AIC,47,17,918.440,1782029409319381.890	,1782029409320300.330	
0,spmm_kernel,MIX_AIC,47,18,919.380,1782029409320412.690	,1782029409321332.070	
0,spmm_kernel,MIX_AIC,47,19,919.740,1782029409321442.610	,1782029409322362.350	
0,spmm_kernel,MIX_AIC,47,20,915.860,1782029409322474.410	,1782029409323390.270	
0,N/A,PROFILING_DISABLE,49,4,0.020,1782029409329832.410	,1782029409329832.430	
0,N/A,PLACE_HOLDER_SQE,49,5,0.000,1782029409329886.470	,1782029409329886.470	
