Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,49,3,0.000,1782037760200032.840	,1782037760200032.840	
0,spmm_kernel_aic8_ktile256,MIX_AIC,47,0,164.540,1782037760228354.720	,1782037760228519.260	
0,spmm_kernel_aic8_ktile256,MIX_AIC,47,1,152.720,1782037760228647.380	,1782037760228800.100	
0,spmm_kernel_aic8_ktile256,MIX_AIC,47,2,152.100,1782037760228914.280	,1782037760229066.380	
0,spmm_kernel_aic8_ktile256,MIX_AIC,47,3,152.740,1782037760229177.520	,1782037760229330.260	
0,spmm_kernel_aic8_ktile256,MIX_AIC,47,4,152.820,1782037760229441.460	,1782037760229594.280	
0,spmm_kernel_aic8_ktile256,MIX_AIC,47,5,152.300,1782037760229709.620	,1782037760229861.920	
0,spmm_kernel_aic8_ktile256,MIX_AIC,47,6,151.720,1782037760229977.160	,1782037760230128.880	
0,spmm_kernel_aic8_ktile256,MIX_AIC,47,7,151.900,1782037760230236.240	,1782037760230388.140	
0,spmm_kernel_aic8_ktile256,MIX_AIC,47,8,151.860,1782037760230496.160	,1782037760230648.020	
0,spmm_kernel_aic8_ktile256,MIX_AIC,47,9,152.240,1782037760230758.860	,1782037760230911.100	
0,spmm_kernel_aic8_ktile256,MIX_AIC,47,10,151.920,1782037760231029.920	,1782037760231181.840	
0,spmm_kernel_aic8_ktile256,MIX_AIC,47,11,151.380,1782037760231293.920	,1782037760231445.300	
0,spmm_kernel_aic8_ktile256,MIX_AIC,47,12,152.080,1782037760231554.860	,1782037760231706.940	
0,spmm_kernel_aic8_ktile256,MIX_AIC,47,13,153.480,1782037760231812.760	,1782037760231966.240	
0,spmm_kernel_aic8_ktile256,MIX_AIC,47,14,152.540,1782037760232073.020	,1782037760232225.560	
0,spmm_kernel_aic8_ktile256,MIX_AIC,47,15,152.500,1782037760232328.160	,1782037760232480.660	
0,spmm_kernel_aic8_ktile256,MIX_AIC,47,16,152.100,1782037760232585.960	,1782037760232738.060	
0,spmm_kernel_aic8_ktile256,MIX_AIC,47,17,152.680,1782037760232843.460	,1782037760232996.140	
0,spmm_kernel_aic8_ktile256,MIX_AIC,47,18,151.280,1782037760233099.980	,1782037760233251.260	
0,spmm_kernel_aic8_ktile256,MIX_AIC,47,19,152.020,1782037760233357.240	,1782037760233509.260	
0,spmm_kernel_aic8_ktile256,MIX_AIC,47,20,152.580,1782037760233612.900	,1782037760233765.480	
0,N/A,PROFILING_DISABLE,49,4,0.020,1782037760235007.660	,1782037760235007.680	
0,N/A,PLACE_HOLDER_SQE,49,5,0.020,1782037760235054.840	,1782037760235054.860	
