Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,49,3,0.020,1782029268861393.490	,1782029268861393.510	
0,spmm_kernel,MIX_AIC,47,0,439.740,1782029268912693.230	,1782029268913132.970	
0,spmm_kernel,MIX_AIC,47,1,429.680,1782029268913258.170	,1782029268913687.850	
0,spmm_kernel,MIX_AIC,47,2,435.220,1782029268913813.010	,1782029268914248.230	
0,spmm_kernel,MIX_AIC,47,3,435.640,1782029268914364.410	,1782029268914800.050	
0,spmm_kernel,MIX_AIC,47,4,441.380,1782029268914907.750	,1782029268915349.130	
0,spmm_kernel,MIX_AIC,47,5,436.640,1782029268915456.590	,1782029268915893.230	
0,spmm_kernel,MIX_AIC,47,6,438.960,1782029268916001.370	,1782029268916440.330	
0,spmm_kernel,MIX_AIC,47,7,434.160,1782029268916547.490	,1782029268916981.650	
0,spmm_kernel,MIX_AIC,47,8,436.260,1782029268917087.130	,1782029268917523.390	
0,spmm_kernel,MIX_AIC,47,9,438.740,1782029268917631.230	,1782029268918069.970	
0,spmm_kernel,MIX_AIC,47,10,439.040,1782029268918177.450	,1782029268918616.490	
0,spmm_kernel,MIX_AIC,47,11,431.360,1782029268918720.450	,1782029268919151.810	
0,spmm_kernel,MIX_AIC,47,12,437.680,1782029268919260.330	,1782029268919698.010	
0,spmm_kernel,MIX_AIC,47,13,435.240,1782029268919805.330	,1782029268920240.570	
0,spmm_kernel,MIX_AIC,47,14,440.300,1782029268920344.230	,1782029268920784.530	
0,spmm_kernel,MIX_AIC,47,15,437.280,1782029268920902.050	,1782029268921339.330	
0,spmm_kernel,MIX_AIC,47,16,434.300,1782029268921448.010	,1782029268921882.310	
0,spmm_kernel,MIX_AIC,47,17,432.580,1782029268921987.310	,1782029268922419.890	
0,spmm_kernel,MIX_AIC,47,18,436.380,1782029268922526.590	,1782029268922962.970	
0,spmm_kernel,MIX_AIC,47,19,432.440,1782029268923069.870	,1782029268923502.310	
0,spmm_kernel,MIX_AIC,47,20,438.620,1782029268923609.650	,1782029268924048.270	
0,N/A,PROFILING_DISABLE,49,4,0.000,1782029268925867.810	,1782029268925867.810	
0,N/A,PLACE_HOLDER_SQE,49,5,0.020,1782029268925923.090	,1782029268925923.110	
