Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,PROFILING_ENABLE,49,3,0.000,1782037858861811.400	,1782037858861811.400	
0,spmm_kernel_aic4_ktile512,MIX_AIC,47,0,124.640,1782037858879608.620	,1782037858879733.260	
0,spmm_kernel_aic4_ktile512,MIX_AIC,47,1,121.940,1782037858879862.840	,1782037858879984.780	
0,spmm_kernel_aic4_ktile512,MIX_AIC,47,2,119.700,1782037858880099.860	,1782037858880219.560	
0,spmm_kernel_aic4_ktile512,MIX_AIC,47,3,119.660,1782037858880342.520	,1782037858880462.180	
0,spmm_kernel_aic4_ktile512,MIX_AIC,47,4,121.800,1782037858880577.040	,1782037858880698.840	
0,spmm_kernel_aic4_ktile512,MIX_AIC,47,5,120.280,1782037858880807.340	,1782037858880927.620	
0,spmm_kernel_aic4_ktile512,MIX_AIC,47,6,120.040,1782037858881044.840	,1782037858881164.880	
0,spmm_kernel_aic4_ktile512,MIX_AIC,47,7,120.580,1782037858881280.940	,1782037858881401.520	
0,spmm_kernel_aic4_ktile512,MIX_AIC,47,8,120.220,1782037858881520.360	,1782037858881640.580	
0,spmm_kernel_aic4_ktile512,MIX_AIC,47,9,121.100,1782037858881751.280	,1782037858881872.380	
0,spmm_kernel_aic4_ktile512,MIX_AIC,47,10,118.980,1782037858881984.620	,1782037858882103.600	
0,spmm_kernel_aic4_ktile512,MIX_AIC,47,11,120.700,1782037858882222.520	,1782037858882343.220	
0,spmm_kernel_aic4_ktile512,MIX_AIC,47,12,121.040,1782037858882453.900	,1782037858882574.940	
0,spmm_kernel_aic4_ktile512,MIX_AIC,47,13,119.880,1782037858882688.200	,1782037858882808.080	
0,spmm_kernel_aic4_ktile512,MIX_AIC,47,14,122.040,1782037858882919.120	,1782037858883041.160	
0,spmm_kernel_aic4_ktile512,MIX_AIC,47,15,123.740,1782037858883151.760	,1782037858883275.500	
0,spmm_kernel_aic4_ktile512,MIX_AIC,47,16,120.320,1782037858883386.860	,1782037858883507.180	
0,spmm_kernel_aic4_ktile512,MIX_AIC,47,17,120.500,1782037858883617.860	,1782037858883738.360	
0,spmm_kernel_aic4_ktile512,MIX_AIC,47,18,119.600,1782037858883848.280	,1782037858883967.880	
0,spmm_kernel_aic4_ktile512,MIX_AIC,47,19,121.620,1782037858884074.580	,1782037858884196.200	
0,spmm_kernel_aic4_ktile512,MIX_AIC,47,20,120.280,1782037858884306.000	,1782037858884426.280	
0,N/A,PROFILING_DISABLE,49,4,0.020,1782037858886373.600	,1782037858886373.620	
0,N/A,PLACE_HOLDER_SQE,49,5,0.020,1782037858886425.040	,1782037858886425.060	
0,N/A,PLACE_HOLDER_SQE,49,6,0.020,1782037858886447.360	,1782037858886447.380	
